0,1,2,3,4,5,6
 aplustra hectar dramseller juryman teca uncardinally feebling interhybridizing inornateness spindled,RSA,e0dea4219dec14907d04d2a4855bef86ee051511c0ad0556ea7c57b1d0295991e50afb420839787f,"[[['9D', 'DA', '76', '85', '18', 'B7', 'FB', '16'], ['93', '01', 'C7', 'B5', '45', 'F6', 'EA', 'D0'], ['04', '79', '42', 'A0', '10', '84', '5C', 'C7'], ['0F', '76', 'AC', 'F3', 'D8', '10', '21', 'EE']]]","[[['0E', 'DB', 'B1', '30', '5D', '41', '11', 'C6'], ['97', '78', '85', '15', '55', '72', 'B6', '17'], ['0B', '0F', 'EE', '53', 'C8', '94', '7D', '29']]]","[[['99', 'A3', '34', '25', '08', '33', 'A7', 'D1'], ['9C', '77', '6B', '46', '9D', 'E6', 'CB', '3E']]]","[[['05', 'D4', '5F', '63', '95', 'D5', '6C', 'EF']]]"
 greatheartedness postscarlatinal hilting gormandized couma caribbean guttering birthland headlock mayhappen,RSA,429304d1184c2ef13d1e530b16a3699b964025a359617efc64f7b429257787e2ecf0582f217527c2,"[[['7F', '8D', '57', 'DA', '0E', 'EF', '47', '6A'], ['AB', '5E', '76', 'A8', '4F', 'C2', '17', '67'], ['F2', 'B7', '91', '8A', '7C', '16', 'F9', '1E'], ['88', '07', 'EC', '06', '04', '02', 'A0', '20']]]","[[['D4', 'D3', '21', '72', '41', '2D', '50', '0D'], ['59', 'E9', 'E7', '22', '33', 'D4', 'EE', '79'], ['7A', 'B0', '7D', '8C', '78', '14', '59', '3E']]]","[[['8D', '3A', 'C6', '50', '72', 'F9', 'BE', '74'], ['23', '59', '9A', 'AE', '4B', 'C0', 'B7', '47']]]","[[['AE', '63', '5C', 'FE', '39', '39', '09', '33']]]"
 commended forewarmer undertie methanes correctrice strainslip readmitted endobiotic queenlet bowler,RSA,a883733cb1fe7d44adbe83a84c8ddb384d5088ea01f6ff74defd4c394fab7aa05c7a497f2758cf8b,"[[['05', '3D', 'F0', '94', 'FD', '73', 'A6', '7C'], ['E0', 'EE', '0B', '42', '4D', '7B', '24', '4C'], ['93', 'AD', 'C4', 'D3', '4E', '5D', '85', 'D4'], ['82', '87', '05', '46', '68', 'F3', 'B5', '2B']]]","[[['E5', 'D3', 'FB', 'D6', 'B0', '08', '82', '30'], ['73', '43', 'CF', '91', '03', '26', 'A1', '98'], ['11', '2A', 'C1', '95', '26', 'AE', '30', 'FF']]]","[[['96', '90', '34', '47', 'B3', '2E', '23', 'A8'], ['62', '69', '0E', '04', '25', '88', '91', '67']]]","[[['F4', 'F9', '3A', '43', '96', 'A6', 'B2', 'CF']]]"
 sacculus abets thundrously planforms wiking skraeling unbeautifully sabin joewood citharoedi,RSA,f5efb9ef74bd318fa927fd4b480283a37d84be67b51163c209aa286336b0806659bcd67a47f19b0e,"[[['5C', 'C8', '44', 'A4', '3C', 'BF', 'B2', '2C'], ['D4', 'A3', '43', '2C', 'FD', '13', 'E0', '61'], ['74', '2E', '96', '04', '83', 'A1', 'E3', 'A4'], ['50', '16', 'FE', '19', '71', '41', '1B', '68']]]","[[['88', '6B', '07', '88', 'C1', 'AC', '52', '4D'], ['A0', '8D', 'D5', '28', '7E', 'B2', '03', 'C5'], ['24', '38', '68', '1D', 'F2', 'E0', 'F8', 'CC']]]","[[['28', 'E6', 'D2', 'A0', 'BF', '1E', '51', '88'], ['84', 'B5', 'BD', '35', '8C', '52', 'FB', '09']]]","[[['AC', '53', '6F', '95', '33', '4C', 'AA', '81']]]"
 scybala coassessor recency lateness presumable gateaux unboundless hyaenas viron cartilaginous,RSA,858a5d8539c86ca5fefab5a177d794514deef475b9a7b7c3e077e997af8d59ad2ee8a9c63d948907,"[[['7B', '70', 'E8', '24', '4E', '1F', 'F8', 'F4'], ['B3', '14', '41', 'D4', 'CE', '70', '23', '92'], ['AD', '99', '1D', 'E2', '16', '2A', 'EE', '6E'], ['CE', '9F', '40', '51', '92', '19', 'D0', 'AA']]]","[[['C8', '64', 'A9', 'F0', '80', '6F', 'DB', '66'], ['1E', '8D', '5C', '36', 'D8', '5A', 'CD', 'FC'], ['63', '06', '5D', 'B3', '84', '33', '3E', 'C4']]]","[[['D6', 'E9', 'F5', 'C6', '58', '35', '16', '9A'], ['7D', '8B', '01', '85', '5C', '69', 'F3', '38']]]","[[['AB', '62', 'F4', '43', '04', '5C', 'E5', 'A2']]]"
 teethier latewhiles powderiness loiterers katha betimber vellosin chilaria pientao godded,RSA,50fb7b07c28a57974680cf3604f6d746d8bc2288ce8fe638f2f3a6f2e72db8666d7cf84fc23fcbee,"[[['16', '7B', 'B4', '31', 'C6', '7C', '80', 'D1'], ['9E', '3C', 'ED', 'BE', 'CA', '79', '31', '7E'], ['2A', '4F', '84', '7A', '29', 'A2', '5E', '5E'], ['9F', '8F', '5E', 'BD', '25', '12', '73', '88']]]","[[['88', '47', '59', '8F', '0C', '05', 'B1', 'AF'], ['B4', '73', '69', 'C4', 'E3', 'DB', '6F', '20'], ['B5', 'C0', 'DA', 'C7', '0C', 'B0', '2D', 'D6']]]","[[['3C', '34', '30', '4B', 'EF', 'DE', 'DE', '8F'], ['01', 'B3', 'B3', '03', 'EF', '6B', '42', 'F6']]]","[[['3D', '87', '83', '48', '00', 'B5', '9C', '79']]]"
 problematist accursedly dbrn pennysiller seaforthia attesting excitometabolic dextrins ruggedly mortadella,RSA,b9706473816bdd3cb04e4f7a14a83d55896481b3a0da042eb5b39a925aeb6faba5f806299d2fbaea,"[[['09', '3E', '2B', '09', '95', 'C3', 'E0', '69'], ['39', '2A', 'CE', 'C9', 'B4', '72', '39', '7B'], ['3C', 'D7', '1B', '21', 'FA', '31', '6B', '85'], ['10', '4B', '9C', 'BB', 'C7', 'C4', 'D5', '41']]]","[[['30', '14', 'E5', 'C0', '21', 'B1', 'D9', '12'], ['05', 'FD', 'D5', 'E8', '4E', '43', '52', 'FE'], ['2C', '9C', '87', '9A', '3D', 'F5', 'BE', 'C4']]]","[[['35', 'E9', '30', '28', '6F', 'F2', '8B', 'EC'], ['29', '61', '52', '72', '73', 'B6', 'EC', '3A']]]","[[['1C', '88', '62', '5A', '1C', '44', '67', 'D6']]]"
 bluntish outdreams myxofibrosarcoma pilch semielevated characterlessness abominableness troezenian anthropopathism disprovement,RSA,04a8af8829efcc4ae7c81051074eac47392d07659f5457ef36cdd4effd16765f3f18665680b8143c,"[[['E3', '60', 'BF', 'D9', '2E', 'A1', '60', '0D'], ['DE', 'E5', '17', '34', '98', '1A', 'FB', 'A8'], ['0F', 'E0', 'D3', '8A', '62', '42', '21', 'B0'], ['09', 'D5', 'B2', 'B9', '7D', 'AE', '62', '63']]]","[[['3D', '85', 'A8', 'ED', 'B6', 'BB', '9B', 'A5'], ['D1', '05', 'C4', 'BE', 'FA', '58', 'DA', '18'], ['06', '35', '61', '33', '1F', 'EC', '43', 'D3']]]","[[['EC', '80', '6C', '53', '4C', 'E3', '41', 'BD'], ['D7', '30', 'A5', '8D', 'E5', 'B4', '99', 'CB']]]","[[['3B', 'B0', 'C9', 'DE', 'A9', '57', 'D8', '76']]]"
 mesmerizable caff bipinnatipartite denitrifying available monoparesthesia aly linaloa advertisable chiffonnieres,RSA,25918cc47f11fbbbd533c66e16f223b462cf4caddf5ec1b6ea56a84307904c789b769a7dbd899214,"[[['F0', 'A2', '4A', 'AA', '69', 'E3', 'D8', '0F'], ['B7', 'FC', '8A', 'C3', 'C9', 'AC', 'E2', '02'], ['88', '99', 'E4', 'EE', 'D8', 'CE', '8D', 'CE'], ['71', '20', '32', '3E', 'BA', '19', 'DE', '6C']]]","[[['47', '5E', 'C0', '69', 'A0', '4F', '3A', '0D'], ['3F', '65', '6E', '2D', '11', '62', '6F', 'CC'], ['F9', 'B9', 'D6', 'D0', '62', 'D7', '53', 'A2']]]","[[['78', '3B', 'AE', '44', 'B1', '2D', '55', 'C1'], ['C6', 'DC', 'B8', 'FD', '73', 'B5', '3C', '6E']]]","[[['BE', 'E7', '16', 'B9', 'C2', '98', '69', 'AF']]]"
 critch hypostasise unshifty kilovar bastinadoes irreverentially drayage phyllomes sublimers premonopolizing,RSA,9b09372130f50a8aa591e560c554b07bd8c38e9e4b6411f83c2af8cfca1529287eeaed6fa4ef8e59,"[[['3E', '98', 'D2', '41', 'F5', 'A1', 'BA', 'F1'], ['7D', '52', '6B', 'FE', '8E', '30', 'A1', '83'], ['E4', 'E9', '76', '51', '81', '71', '38', 'D0'], ['42', 'C0', '15', 'A0', '6E', 'FA', 'A7', '71']]]","[[['43', 'CA', 'B9', 'BF', '7B', '91', '1B', '72'], ['99', 'BB', '1D', 'AF', '0F', '41', '99', '53'], ['A6', '29', '63', 'F1', 'EF', '8B', '9F', 'A1']]]","[[['DA', '71', 'A4', '10', '74', 'D0', '82', '21'], ['3F', '92', '7E', '5E', 'E0', 'CA', '06', 'F2']]]","[[['E5', 'E3', 'DA', '4E', '94', '1A', '84', 'D3']]]"
