0,1,2,3,4,5,6
 cleanliness polymerically preendorse sake nonimpeachability overshine unwordily snitchier preacherize angiosperm,DES3,bda59fab6ecb1b6fae78eaf5589d1807a93e2da8649593fe1f3637996e9fbc954ff5b293dc814571,"[[['13', 'DD', '75', '5E', '36', '56', '03', '68'], ['07', '46', 'C7', '5D', '3C', '08', '8B', 'F9'], ['B6', '08', '1A', '31', '0A', '0A', '2F', '6B'], ['50', 'C3', '85', '0A', 'B2', '1E', 'F9', 'E4']]]","[[['14', '9B', 'B2', '03', '0A', '5E', '88', '91'], ['B1', '4E', 'DD', '6C', '36', '02', 'A4', '92'], ['E6', 'CB', '9F', '3B', 'B8', '14', 'D6', '8F']]]","[[['A5', 'D5', '6F', '6F', '3C', '5C', '2C', '03'], ['57', '85', '42', '57', '8E', '16', '72', '1D']]]","[[['F2', '50', '2D', '38', 'B2', '4A', '5E', '1E']]]"
 oophoridia turbosupercharge physician attatches laserjet menopausic bodo nontheocratical descendent gravitational,DES3,d8f3c0af35d2662c6201304074e06ed22c0495dd053ae7d5d2bf08f389c9756da0cc50738d9ed3fa,"[[['BA', 'F2', 'F0', 'EF', '41', '32', '08', 'FE'], ['4E', '05', 'A5', '9D', '71', 'DA', '89', '07'], ['FE', 'BB', '9D', '2E', '8C', 'F3', '92', 'B8'], ['72', '73', '58', '80', '04', '57', 'A6', '97']]]","[[['F4', 'F7', '55', '72', '30', 'E8', '81', 'F9'], ['B0', 'BE', '38', 'B3', 'FD', '29', '1B', 'BF'], ['8C', 'C8', 'C5', 'AE', '88', 'A4', '34', '2F']]]","[[['44', '49', '6D', 'C1', 'CD', 'C1', '9A', '46'], ['3C', '76', 'FD', '1D', '75', '8D', '2F', '90']]]","[[['78', '3F', '90', 'DC', 'B8', '4C', 'B5', 'D6']]]"
 anthemene meritedly chime betail metapophysis mesocoelian lupuline sipidity neurospora boc,DES3,0ed1d80fe1833e876e5981cea78342733debb3520102a70459c26b28a5b1a8217d8143aa4493d31d,"[[['60', '88', '59', 'C1', '46', '00', '7C', 'F4'], ['53', 'B2', '32', '9C', 'A6', '81', 'E5', '77'], ['64', '29', 'D8', '7A', 'A4', 'B3', '0F', '25'], ['24', '43', '28', '82', 'E1', '22', '7B', '3C']]]","[[['33', '3A', '6B', '5D', 'E0', '81', '99', '83'], ['37', '9B', 'EA', 'E6', '02', '32', 'EA', '52'], ['40', '6A', 'F0', 'F8', '45', '91', '74', '19']]]","[[['04', 'A1', '81', 'BB', 'E2', 'B3', '73', 'D1'], ['77', 'F1', '1A', '1E', '47', 'A3', '9E', '4B']]]","[[['73', '50', '9B', 'A5', 'A5', '10', 'ED', '9A']]]"
 reckonable regimenal undistress unshifting uncontortioned alecup killingly unstooped cercosporella olefine,DES3,6750be671a376a313f08e31c67d677560390c547f0ae4001dcc5cc4be4667f1be2cfefad93b5854a,"[[['58', '58', '5D', '7B', '7D', 'E1', '1D', '67'], ['3C', '98', '26', '5B', '97', '78', '37', '57'], ['DF', '55', '09', '0C', '14', 'C8', '3F', '1A'], ['3E', '0A', '23', 'E6', '77', 'D3', 'FA', '51']]]","[[['64', 'C0', '7B', '20', 'EA', '99', '2A', '30'], ['E3', 'CD', '2F', '57', '83', 'B0', '08', '4D'], ['E1', '5F', '2A', 'EA', '63', '1B', 'C5', '4B']]]","[[['87', '0D', '54', '77', '69', '29', '22', '7D'], ['02', '92', '05', 'BD', 'E0', 'AB', 'CD', '06']]]","[[['85', '9F', '51', 'CA', '89', '82', 'EF', '7B']]]"
 apache hyoplastron dilantin flopping oligophyllous curara penutian tritolo chibcha aquas,DES3,f81c9316f0f68277a1cebb248f98c52cc64b54768a80e75e6d0c581bcf8bbc8481152163126c14ae,"[[['59', 'D2', '28', '32', '7F', '6E', '47', '5B'], ['67', '85', 'EF', '52', '05', '18', '22', '72'], ['AB', '47', '0C', '6D', '45', '0B', '5B', 'DA'], ['EC', '19', '79', '78', 'DD', 'E7', 'A8', '2A']]]","[[['3E', '57', 'C7', '60', '7A', '76', '65', '29'], ['CC', 'C2', 'E3', '3F', '40', '13', '79', 'A8'], ['47', '5E', '75', '15', '98', 'EC', 'F3', 'F0']]]","[[['F2', '95', '24', '5F', '3A', '65', '1C', '81'], ['8B', '9C', '96', '2A', 'D8', 'FF', '8A', '58']]]","[[['79', '09', 'B2', '75', 'E2', '9A', '96', 'D9']]]"
 binodal silverfish fruticetum perdendo farforthly unsmudged mercedonius awaste sublimated remaps,DES3,d0f70bdae8e7f0371f273687493f2c1345064763129f3be5623038ab41824bb4171d2baa9830ecce,"[[['CF', 'D0', '3D', '5D', 'A1', 'D8', 'DC', '24'], ['5A', '21', '71', 'E4', '5B', 'A0', '17', 'F6'], ['27', '36', '7F', 'C8', '53', '1D', '70', '51'], ['75', '2D', '13', '01', 'D9', 'B2', 'A7', '7A']]]","[[['95', 'F1', '4C', 'B9', 'FA', '78', 'CB', 'D2'], ['7D', '17', '0E', '2C', '08', 'BD', '67', 'A7'], ['52', '1B', '6C', 'C9', '8A', 'AF', 'D7', '2B']]]","[[['E8', 'E6', '42', '95', 'F2', 'C5', 'AC', '75'], ['2F', '0C', '62', 'E5', '82', '12', 'B0', '8C']]]","[[['C7', 'EA', '20', '70', '70', 'D7', '1C', 'F9']]]"
 sunspot nonmarketable epimers treasonably checkerboarded depressives sulphocarbimide cymbel cuttlebones temptress,DES3,e778fcca552df567185663f91f87515f43c2e77fe40cd3d0552d571030cc80c7068dc15e4d089c64,"[[['FF', '2E', '9F', '33', '4A', 'AA', 'A4', '38'], ['5B', '94', '84', '86', 'FB', '8B', '82', '8F'], ['16', 'EF', 'B0', '6F', 'D4', 'C0', '53', '17'], ['53', 'A0', '96', '4E', '7D', 'C4', '1C', 'A3']]]","[[['A4', 'BA', '1B', 'B5', 'B1', '21', '26', 'B7'], ['4D', '7B', '34', 'E9', '2F', '4B', 'D1', '98'], ['45', '4F', '26', '21', 'A9', '04', '4F', 'B4']]]","[[['E9', 'C1', '2F', '5C', '9E', '6A', 'F7', '2F'], ['08', '34', '12', 'C8', '86', '4F', '9E', '2C']]]","[[['E1', 'F5', '3D', '94', '18', '25', '69', '03']]]"
 logogogue bhar unplacidness battlewise nonparlor legioner aucuba entresols girdlers lonesomes,DES3,4a6815d8473e324189a4dcda08fa184f09728fbeb213cd66b9c6b3ede993372c6dad553736f0b5af,"[[['C3', 'CC', 'C9', '02', '4F', 'C4', '2A', '0E'], ['80', 'D6', '53', '64', 'BA', 'E9', 'D5', '29'], ['B0', 'B4', '3C', '53', '5B', '80', 'FA', '4A'], ['D4', '6B', 'E6', 'DA', 'DF', '63', '82', '83']]]","[[['43', '1A', '9A', '66', 'F5', '2D', 'FF', '27'], ['30', '62', '6F', '37', 'E1', '69', '2F', '63'], ['64', 'DF', 'DA', '89', '84', 'E3', '78', 'C9']]]","[[['73', '78', 'F5', '51', '14', '44', 'D0', '44'], ['54', 'BD', 'B5', 'BE', '65', '8A', '57', 'AA']]]","[[['27', 'C5', '40', 'EF', '71', 'CE', '87', 'EE']]]"
 lumpfishes uncountermanded matroclinic vengeant speculatrix silveriest equilibrant protohuman larrikin unlecherousness,DES3,bf4a3d8c9f70607fe6d5c8fe26fbd8885b113f858e80a1451611373238d4ea36f5aac16ecbb651fe,"[[['59', '9F', 'F5', '72', 'B9', '8B', 'B8', 'F7'], ['BD', 'C4', 'F7', '7B', 'A8', '7B', '79', 'CD'], ['4D', '00', '08', 'B7', 'B6', '54', '4B', '73'], ['E3', 'BB', 'F6', '5C', 'F3', '62', 'BB', 'C8']]]","[[['E4', '5B', '02', '09', '11', 'F0', 'C1', '3A'], ['F0', 'C4', 'FF', 'CC', '1E', '2F', '32', 'BE'], ['AE', 'BB', 'FE', 'EB', '45', '36', 'F0', 'BB']]]","[[['14', '9F', 'FD', 'C5', '0F', 'DF', 'F3', '84'], ['5E', '7F', '01', '27', '5B', '19', 'C2', '05']]]","[[['4A', 'E0', 'FC', 'E2', '54', 'C6', '31', '81']]]"
 woodhewer dehydrofreezing cyanbenzyl insomnia bariums unrelayed nonplastic jounces preconstructs myacea,DES3,4cc29f79d24cf898902abe8a5f01b4b7a3394dd0c0b05857c47f53e4a3e6fdee59bb905b2e2de5f5,"[[['DC', 'E8', '21', 'F3', '8D', '4D', '4C', '2F'], ['33', '13', 'F3', '5A', '9F', 'B1', 'EC', 'E0'], ['67', '46', '1E', '34', '63', '56', 'A5', 'B9'], ['9D', 'C4', 'C3', 'BF', '8D', 'CB', '18', '1B']]]","[[['EF', 'FB', 'D2', 'A9', '12', 'FC', 'A0', 'CF'], ['54', '55', 'ED', '6E', 'FC', 'E7', '49', '59'], ['FA', '82', 'DD', '8B', 'EE', '9D', 'BD', 'A2']]]","[[['BB', 'AE', '3F', 'C7', 'EE', '1B', 'E9', '96'], ['AE', 'D7', '30', 'E5', '12', '7A', 'F4', 'FB']]]","[[['15', '79', '0F', '22', 'FC', '61', '1D', '6D']]]"
